#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     PROJECT                         NOAA/GOES
#     SOURCE_NAME                     GOES13
#     DISCIPLINE                      Space Physics>Magnetospheric Science
#     DATA_TYPE                       1min
#     DESCRIPTOR                      EPS-MAGED>Energetic Particle Sensor - Magnetospheric Electron Detector
#     FILE_NAMING_CONVENTION          source_descriptor_datatype
#     DATA_VERSION                    01
#     PI_NAME                         NOAA NGDC and SWPC
#     PI_AFFILIATION                  sem.goes@noaa.gov
#     TEXT                            Data has been recast from original NOAA netCDF files by SPDF. DATA CAVEATS/WARNINGS:                   
#     TEXT                             The MagED data may not be accurate at times due to instrument limitations such                        
#     TEXT                             as dead time and proton contamination. Every effort is made to reduce these                           
#     TEXT                             effects but uncertainties are inevitable. Additionally, the detectors may suffer                      
#     TEXT                             from intermittent noise problems. Please contact Juan V. Rodriguez (sem.goes@noaa.gov)                
#                                      with questions or concerns.                                                                           
#     INSTRUMENT_TYPE                 Particles (space)
#     MISSION_GROUP                   GOES
#     LOGICAL_SOURCE                  goes13_eps-maged_1min
#     LOGICAL_FILE_ID                 goes13_eps-maged_1min_00000000_v01
#     LOGICAL_SOURCE_DESCRIPTION      GOES-13 EPS (Energetic Particle Sensor) MagED (Magnetospheric Electron Detector)                       
#                                      1 minute electron fluxes 40-475 keV                                                                   
#     GENERATION_DATE                 Wed Jul  1 10:18:17 2015
#     MODS                            Final release updates 8/23/2013 REM
#     LINK_TEXT                       Primary GOES
#     LINK_TITLE                      archive and instrument documentation at NOAA National Geophysical Data Center                          
#                                      (NGDC)                                                                                                
#     HTTP_LINK                       http://www.ngdc.noaa.gov/stp/satellite/goes/index.html
#     CONVENTIONS                     GOES Space Weather
#     TITLE                           GOES Magnetospheric Electron Detector
#     INSTITUTION                     NOAA
#     SOURCE                          Satellite Insitu Observations
#     SATELLITE_ID                    GOES-13
#     INSTRUMENT                      Magnetospheric Electron Detector
#     PROCESS_TYPE                    Time averaged
#     PROCESS_LEVEL                   level 2
#     SAMPLE_TIME                     1
#     SAMPLE_UNIT                     minutes
#     CREATION_DATE                   2015-07-01 07:50:50.865 UTC
#     START_DATE                      2015-06-01 00:00:00.000 UTC
#     END_DATE                        2015-06-30 23:59:00.000 UTC
#     RECORDS_PRESENT                 43200
#     ORIGINATING_AGENCY              DOC/NOAA/NCEP/NWS/SWPC
#     ARCHIVING_AGENCY                DOC/NOAA/NESDIS/NGDC
#     SPASE_DATASETRESOURCEID         spase://NOAA/NumericalData/GOES/13/EPS/MAGED/19ME15/PT1M
#     CDAWEB_PARENTS                  goes13_eps-maged_1min_00000000_v01
#                                     goes13_eps-maged_1min_20150601_v01
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Default time
#  2. Average Electron Flux at 40 keV for 9 directions ordered north to south (101 to 109) or south to north depending on yaw state in time-series plots; corrected for dead-time errors and other contamination sources
#
EPOCH                                      ELECFLUX_40KEV                ELECFLUX_40KEV                ELECFLUX_40KEV                ELECFLUX_40KEV                ELECFLUX_40KEV                ELECFLUX_40KEV                ELECFLUX_40KEV                ELECFLUX_40KEV                ELECFLUX_40KEV
24-06-2015 11:23:00.000.000                       232290.                       279077.                       331869.                       280162.                       299349.                       353339.                       108371.                       135405.                       244788.
24-06-2015 11:24:00.000.000                       253808.                       302673.                       353587.                       299881.                       322944.                       372735.                       119607.                       148862.                       265462.
24-06-2015 11:25:00.000.000                       254281.                       301011.                       355819.                       300590.                       318834.                       377766.                       121819.                       151645.                       265855.
24-06-2015 11:26:00.000.000                       235086.                       280428.                       332719.                       282466.                       298917.                       352389.                       112119.                       139134.                       247068.
24-06-2015 11:27:00.000.000                       243441.                       291047.                       344899.                       293324.                       310743.                       361831.                       116905.                       145657.                       254685.
24-06-2015 11:28:00.000.000                       251449.                       302774.                       357220.                       302318.                       322633.                       377793.                       127027.                       153624.                       268606.
24-06-2015 11:29:00.000.000                       225201.                       270419.                       313713.                       269007.                       287073.                       334508.                       117446.                       138592.                       245492.
24-06-2015 11:30:00.000.000                       219958.                       266647.                       308628.                       263628.                       281840.                       328094.                       117101.                       135808.                       244437.
24-06-2015 11:31:00.000.000                       247301.                       295391.                       342838.                       293346.                       314499.                       364292.                       131178.                       154778.                       270036.
24-06-2015 11:32:00.000.000                       224073.                       271136.                       317363.                       269124.                       291386.                       341344.                       113382.                       133951.                       246630.
24-06-2015 11:33:00.000.000                       229155.                       273912.                       321292.                       273019.                       290480.                       341323.                       114679.                       137536.                       248063.
24-06-2015 11:34:00.000.000                       219261.                       260490.                       307348.                       260995.                       280492.                       329415.                       107263.                       129474.                       234787.
24-06-2015 11:35:00.000.000                       201467.                       242354.                       288230.                       242945.                       259155.                       308229.                       101622.                       120819.                       218801.
24-06-2015 11:36:00.000.000                       201791.                       241481.                       286323.                       241203.                       258895.                       302739.                       98921.5                       119798.                       214497.
24-06-2015 11:37:00.000.000                       215182.                       254928.                       308327.                       257375.                       276208.                       326253.                       99119.6                       123553.                       224832.
24-06-2015 11:38:00.000.000                       185618.                       225063.                       269801.                       224816.                       243793.                       287773.                       88459.9                       107191.                       199999.
24-06-2015 11:39:00.000.000                       164326.                       198479.                       236349.                       199713.                       212258.                       254559.                       79526.1                       94105.0                       177533.
24-06-2015 11:40:00.000.000                       175948.                       210463.                       250867.                       212482.                       225105.                       268273.                       84565.2                       102500.                       187077.
24-06-2015 11:41:00.000.000                       168996.                       202184.                       241419.                       203065.                       215276.                       258262.                       84530.5                       99970.1                       179933.
24-06-2015 11:42:00.000.000                       171422.                       203822.                       244217.                       205462.                       219699.                       259526.                       81708.3                       97618.7                       182309.
24-06-2015 11:43:00.000.000                       165019.                       197830.                       240527.                       201529.                       213917.                       256133.                       79410.8                       93922.1                       177034.
24-06-2015 11:44:00.000.000                       150638.                       181981.                       219783.                       182902.                       195402.                       237973.                       71512.2                       85390.2                       162620.
24-06-2015 11:45:00.000.000                       146843.                       176850.                       217689.                       181590.                       193313.                       232626.                       72464.5                       85155.7                       160561.
24-06-2015 11:46:00.000.000                       145988.                       173201.                       211016.                       176814.                       186057.                       227346.                       71797.8                       84319.4                       155833.
24-06-2015 11:47:00.000.000                       129122.                       154589.                       190805.                       159645.                       170013.                       204177.                       63961.8                       75333.7                       142468.
24-06-2015 11:48:00.000.000                       123716.                       150065.                       185082.                       153666.                       164458.                       199168.                       59824.1                       71264.9                       135586.
24-06-2015 11:49:00.000.000                       124139.                       150055.                       186383.                       153825.                       164457.                       199184.                       61635.3                       72238.6                       135848.
24-06-2015 11:50:00.000.000                       118607.                       142431.                       176543.                       147726.                       156642.                       191823.                       59611.3                       69534.0                       130404.
24-06-2015 11:51:00.000.000                       115663.                       140220.                       171196.                       143409.                       151473.                       183902.                       58621.8                       69719.5                       127516.
24-06-2015 11:52:00.000.000                       124461.                       150283.                       184778.                       152394.                       163625.                       199596.                       63796.0                       74360.2                       135463.
24-06-2015 11:53:00.000.000                       122181.                       146912.                       174973.                       147737.                       156771.                       190163.                       63480.4                       74613.2                       133490.
24-06-2015 11:54:00.000.000                       117121.                       142032.                       167534.                       142291.                       150991.                       177553.                       62494.8                       73274.3                       129924.
24-06-2015 11:55:00.000.000                       127631.                       153391.                       180862.                       153703.                       163136.                       193882.                       69485.0                       82339.4                       138913.
24-06-2015 11:56:00.000.000                       130904.                       157196.                       177689.                       156714.                       165789.                       190352.                       76162.9                       90388.5                       142373.
24-06-2015 11:57:00.000.000                       136354.                       161086.                       181913.                       160631.                       169284.                       192978.                       80471.8                       94041.6                       147809.
24-06-2015 11:58:00.000.000                       148687.                       176024.                       198047.                       175250.                       184699.                       210419.                       89053.5                       104911.                       163601.
24-06-2015 11:59:00.000.000                       158299.                       187817.                       210825.                       186946.                       194330.                       222543.                       94696.0                       111267.                       174990.
24-06-2015 12:00:00.000.000                       163840.                       192050.                       215204.                       191555.                       200265.                       226343.                       99821.1                       116398.                       179571.
24-06-2015 12:01:00.000.000                       176176.                       203855.                       227517.                       202541.                       213892.                       239290.                       102518.                       122275.                       188593.
24-06-2015 12:02:00.000.000                       180013.                       211151.                       235125.                       210580.                       222958.                       246645.                       106909.                       126921.                       198999.
24-06-2015 12:03:00.000.000                       187762.                       219728.                       244834.                       217970.                       229606.                       255335.                       109057.                       128263.                       201398.
24-06-2015 12:04:00.000.000                       196768.                       229908.                       257498.                       228976.                       242105.                       271892.                       113443.                       133050.                       211809.
24-06-2015 12:05:00.000.000                       199350.                       234082.                       265678.                       233917.                       246630.                       280143.                       114467.                       134140.                       218205.
24-06-2015 12:06:00.000.000                       199451.                       234344.                       264782.                       232926.                       246401.                       277998.                       113474.                       133803.                       217583.
24-06-2015 12:07:00.000.000                       199350.                       232324.                       258976.                       227584.                       241514.                       271089.                       112233.                       132463.                       211292.
24-06-2015 12:08:00.000.000                       200401.                       237380.                       268219.                       234732.                       248719.                       281195.                       114694.                       136335.                       216978.
24-06-2015 12:09:00.000.000                       204942.                       241229.                       271445.                       238635.                       250702.                       284642.                       118172.                       139749.                       223150.
24-06-2015 12:10:00.000.000                       208566.                       244560.                       271575.                       243102.                       256825.                       291620.                       122661.                       141980.                       224346.
24-06-2015 12:11:00.000.000                       201016.                       236302.                       260824.                       234377.                       248791.                       273358.                       117723.                       138068.                       213068.
24-06-2015 12:12:00.000.000                       201248.                       236636.                       261295.                       236234.                       248860.                       273471.                       119688.                       142315.                       214914.
24-06-2015 12:13:00.000.000                       208065.                       241497.                       261753.                       236727.                       249881.                       278031.                       134011.                       155682.                       224290.
24-06-2015 12:14:00.000.000                       212934.                       248203.                       261866.                       236776.                       249963.                       276872.                       136685.                       158627.                       224776.
24-06-2015 12:15:00.000.000                       217491.                       251184.                       272032.                       247804.                       258599.                       284837.                       151701.                       175453.                       235255.
24-06-2015 12:16:00.000.000                       224437.                       259493.                       276782.                       252548.                       264195.                       290108.                       157641.                       180369.                       243809.
24-06-2015 12:17:00.000.000                       234020.                       269864.                       284963.                       259367.                       272728.                       299833.                       165927.                       189753.                       253657.
24-06-2015 12:18:00.000.000                       240488.                       276530.                       289702.                       268582.                       278580.                       299484.                       180885.                       205420.                       263489.
24-06-2015 12:19:00.000.000                       250335.                       287667.                       298575.                       280297.                       294497.                       315556.                       185275.                       215859.                       272655.
24-06-2015 12:20:00.000.000                       256119.                       295091.                       302029.                       280438.                       296518.                       315494.                       185125.                       213942.                       279140.
24-06-2015 12:21:00.000.000                       255716.                       294466.                       312319.                       291828.                       295889.                       315539.                       184935.                       213558.                       278526.
24-06-2015 12:22:00.000.000                       261370.                       295466.                       313918.                       294078.                       303566.                       330500.                       184316.                       214023.                       280637.
24-06-2015 12:23:00.000.000                       266366.                       307826.                       316769.                       293357.                       312209.                       331318.                       184132.                       212458.                       290920.
24-06-2015 12:24:00.000.000                       267612.                       310380.                       330577.                       309088.                       313310.                       347172.                       182732.                       211660.                       291999.
24-06-2015 12:25:00.000.000                       265936.                       310117.                       330173.                       301172.                       311625.                       339234.                       182834.                       214288.                       291203.
24-06-2015 12:26:00.000.000                       262045.                       298999.                       322200.                       292448.                       310984.                       330718.                       175288.                       206195.                       281128.
24-06-2015 12:27:00.000.000                       265697.                       308752.                       328955.                       292551.                       311439.                       330785.                       181343.                       209136.                       290201.
24-06-2015 12:28:00.000.000                       262001.                       298531.                       322727.                       292377.                       308766.                       330018.                       175967.                       207281.                       280204.
24-06-2015 12:29:00.000.000                       265559.                       308607.                       329372.                       297742.                       311241.                       335693.                       184155.                       212922.                       289924.
24-06-2015 12:30:00.000.000                       264533.                       304872.                       329319.                       294549.                       310935.                       336578.                       171128.                       199046.                       283088.
24-06-2015 12:31:00.000.000                       265520.                       309320.                       332200.                       306796.                       313198.                       345602.                       172436.                       200279.                       289988.
24-06-2015 12:32:00.000.000                       276491.                       309621.                       346650.                       309762.                       328719.                       348162.                       172767.                       206062.                       291136.
24-06-2015 12:33:00.000.000                       276906.                       314650.                       347410.                       309828.                       328882.                       351723.                       172885.                       206125.                       291241.
24-06-2015 12:34:00.000.000                       277139.                       327599.                       347913.                       316012.                       329304.                       366677.                       172797.                       206117.                       291709.
24-06-2015 12:35:00.000.000                       273350.                       314774.                       346360.                       309917.                       328015.                       353470.                       173023.                       206261.                       291459.
24-06-2015 12:36:00.000.000                       274304.                       310744.                       341024.                       310635.                       324945.                       349165.                       173122.                       206466.                       292223.
24-06-2015 12:37:00.000.000                       270825.                       310769.                       333063.                       309950.                       319200.                       349064.                       173219.                       206191.                       292320.
24-06-2015 12:38:00.000.000                       266550.                       311024.                       331624.                       310875.                       316288.                       349492.                       171045.                       196099.                       292524.
24-06-2015 12:39:00.000.000                       267259.                       311439.                       331318.                       303895.                       315806.                       349736.                       169547.                       195935.                       287973.
24-06-2015 12:40:00.000.000                       267221.                       311770.                       331848.                       306941.                       313427.                       350392.                       165157.                       196224.                       288522.
24-06-2015 12:41:00.000.000                       266885.                       312089.                       331948.                       300989.                       313585.                       350599.                       164358.                       196340.                       286099.
24-06-2015 12:42:00.000.000                       267395.                       312550.                       333218.                       299052.                       314777.                       351824.                       164585.                       196833.                       282087.
24-06-2015 12:43:00.000.000                       266156.                       312562.                       333891.                       300886.                       315526.                       352751.                       164809.                       195832.                       283878.
24-06-2015 12:44:00.000.000                       269489.                       315026.                       335479.                       305757.                       317033.                       354296.                       165207.                       197526.                       285850.
24-06-2015 12:45:00.000.000                       265388.                       308394.                       333557.                       298037.                       317194.                       344192.                       169490.                       197544.                       282452.
24-06-2015 12:46:00.000.000                       270436.                       316344.                       336839.                       298328.                       318170.                       355653.                       174583.                       202442.                       290049.
24-06-2015 12:47:00.000.000                       270898.                       317254.                       337231.                       300599.                       319052.                       349289.                       186343.                       214743.                       296703.
24-06-2015 12:48:00.000.000                       280897.                       320532.                       338124.                       316181.                       329505.                       356487.                       194931.                       225160.                       300089.
24-06-2015 12:49:00.000.000                       287226.                       335139.                       338808.                       316194.                       336702.                       356474.                       203260.                       237911.                       313864.
24-06-2015 12:50:00.000.000                       296758.                       334788.                       354453.                       329588.                       336652.                       356496.                       211295.                       246403.                       314862.
24-06-2015 12:51:00.000.000                       300343.                       344240.                       354805.                       333558.                       345526.                       366343.                       218406.                       253061.                       323852.
24-06-2015 12:52:00.000.000                       312624.                       351098.                       354149.                       332951.                       353213.                       376376.                       227840.                       264543.                       331266.
24-06-2015 12:53:00.000.000                       312513.                       350277.                       370639.                       343499.                       352094.                       375149.                       225630.                       263134.                       330681.
24-06-2015 12:54:00.000.000                       312127.                       368489.                       373526.                       349029.                       365473.                       374735.                       224722.                       264357.                       341894.
24-06-2015 12:55:00.000.000                       311669.                       369779.                       373060.                       348680.                       371709.                       375943.                       218428.                       257638.                       346064.
24-06-2015 12:56:00.000.000                       311403.                       369448.                       373048.                       348489.                       371770.                       388761.                       219744.                       256612.                       344513.
24-06-2015 12:57:00.000.000                       310887.                       368158.                       371771.                       347644.                       370906.                       394545.                       217254.                       253984.                       343431.
24-06-2015 12:58:00.000.000                       309779.                       347781.                       371100.                       337386.                       351609.                       372442.                       209459.                       242648.                       328349.
24-06-2015 12:59:00.000.000                       310117.                       354307.                       370922.                       346008.                       367914.                       378120.                       213423.                       248191.                       327995.
24-06-2015 13:00:00.000.000                       309638.                       349526.                       370302.                       345532.                       356340.                       373181.                       205021.                       239578.                       327589.
24-06-2015 13:01:00.000.000                       304680.                       346485.                       364897.                       338607.                       349760.                       371056.                       210588.                       245911.                       327183.
24-06-2015 13:02:00.000.000                       291893.                       345761.                       353253.                       327765.                       347397.                       370035.                       211572.                       245836.                       324242.
24-06-2015 13:03:00.000.000                       291970.                       344968.                       361407.                       327104.                       346545.                       368999.                       214428.                       246714.                       320652.
24-06-2015 13:04:00.000.000                       290868.                       342038.                       358868.                       326452.                       345958.                       368192.                       198068.                       230900.                       308212.
24-06-2015 13:05:00.000.000                       292150.                       344245.                       366449.                       326487.                       345814.                       367963.                       203343.                       236607.                       317484.
24-06-2015 13:06:00.000.000                       290376.                       337500.                       350147.                       325997.                       345018.                       367045.                       186377.                       220124.                       307646.
24-06-2015 13:07:00.000.000                       290281.                       341155.                       361419.                       325860.                       345101.                       367071.                       183335.                       217096.                       307444.
24-06-2015 13:08:00.000.000                       285690.                       325978.                       345403.                       322577.                       340028.                       366877.                       174382.                       208352.                       302015.
24-06-2015 13:09:00.000.000                       289494.                       326564.                       356078.                       325605.                       344802.                       367036.                       172544.                       205758.                       306266.
24-06-2015 13:10:00.000.000                       275749.                       325847.                       345467.                       311124.                       331986.                       366525.                       172550.                       205691.                       290788.
24-06-2015 13:11:00.000.000                       275605.                       325618.                       345229.                       308194.                       327100.                       363904.                       170645.                       202800.                       290116.
24-06-2015 13:12:00.000.000                       267822.                       312991.                       343183.                       306872.                       327072.                       350049.                       158797.                       191472.                       286511.
24-06-2015 13:13:00.000.000                       260406.                       308011.                       327895.                       294102.                       319634.                       345446.                       150722.                       182870.                       275589.
24-06-2015 13:14:00.000.000                       255341.                       308214.                       327330.                       290520.                       311265.                       345438.                       146579.                       177161.                       272932.
24-06-2015 13:15:00.000.000                       264014.                       308362.                       328109.                       294974.                       318505.                       345704.                       143515.                       184051.                       274401.
24-06-2015 13:16:00.000.000                       264599.                       308407.                       330507.                       297984.                       314572.                       345908.                       147137.                       184089.                       274911.
24-06-2015 13:17:00.000.000                       264568.                       308412.                       327454.                       292693.                       310388.                       345751.                       148215.                       184872.                       274488.
24-06-2015 13:18:00.000.000                       255252.                       299468.                       318797.                       290863.                       309530.                       331067.                       143012.                       178935.                       264352.
24-06-2015 13:19:00.000.000                       250008.                       291006.                       309711.                       282723.                       298046.                       327730.                       135908.                       171332.                       257229.
24-06-2015 13:20:00.000.000                       247733.                       290986.                       309603.                       282781.                       300990.                       327683.                       133643.                       166779.                       255757.
24-06-2015 13:21:00.000.000                       249626.                       291403.                       309856.                       283789.                       299147.                       327953.                       136682.                       173345.                       255480.
24-06-2015 13:22:00.000.000                       244163.                       291522.                       310135.                       277684.                       294137.                       328121.                       132483.                       173372.                       253169.
24-06-2015 13:23:00.000.000                       247032.                       291584.                       310519.                       278925.                       294688.                       328491.                       133305.                       173380.                       252922.
24-06-2015 13:24:00.000.000                       242475.                       291726.                       310402.                       277155.                       293048.                       325108.                       128235.                       166559.                       242878.
24-06-2015 13:25:00.000.000                       240493.                       283887.                       306979.                       274508.                       293034.                       317878.                       123335.                       160720.                       240585.
24-06-2015 13:26:00.000.000                       231166.                       277359.                       293155.                       265707.                       284851.                       311129.                       118608.                       153750.                       230870.
24-06-2015 13:27:00.000.000                       245812.                       289808.                       314614.                       281565.                       300370.                       325172.                       122422.                       164355.                       243842.
24-06-2015 13:28:00.000.000                       275017.                       318585.                       343510.                       311592.                       326532.                       355736.                       140079.                       187345.                       269634.
24-06-2015 13:29:00.000.000                       312278.                       359748.                       378915.                       351371.                       361760.                       387943.                       171901.                       229691.                       307543.
24-06-2015 13:30:00.000.000                       362405.                       413758.                       425191.                       399807.                       410687.                       438242.                       211219.                       278421.                       353348.
24-06-2015 13:31:00.000.000                       383683.                       436767.                       448699.                       420278.                       434847.                       462096.                       239977.                       307009.                       371967.
24-06-2015 13:32:00.000.000                       400756.                       454242.                       463601.                       438125.                       446721.                       471688.                       256804.                       327251.                       388708.
24-06-2015 13:33:00.000.000                       421113.                       473726.                       476815.                       457509.                       474385.                       495642.                       250942.                       344570.                       414610.
24-06-2015 13:34:00.000.000                       421672.                       474404.                       477751.                       449164.                       451990.                       479452.                       251052.                       343503.                       394333.
24-06-2015 13:35:00.000.000                       402942.                       466428.                       478165.                       449339.                       452232.                       479910.                       250847.                       333440.                       394613.
24-06-2015 13:36:00.000.000                       425089.                       478227.                       482318.                       452756.                       456951.                       483636.                       251537.                       345368.                       396580.
24-06-2015 13:37:00.000.000                       437845.                       496112.                       499325.                       479005.                       490001.                       511234.                       282999.                       369182.                       423922.
24-06-2015 13:38:00.000.000                       439835.                       495899.                       499932.                       479646.                       484668.                       509803.                       282117.                       373296.                       423841.
24-06-2015 13:39:00.000.000                       444917.                       500194.                       506243.                       479878.                       488417.                       510547.                       288635.                       369384.                       422648.
24-06-2015 13:40:00.000.000                       458204.                       514394.                       518888.                       489228.                       494501.                       520414.                       281621.                       375657.                       427029.
24-06-2015 13:41:00.000.000                       472438.                       532274.                       536451.                       514202.                       519418.                       544958.                       316065.                       403017.                       451775.
24-06-2015 13:42:00.000.000                       460302.                       521220.                       522072.                       506172.                       512270.                       530910.                       320514.                       398166.                       453141.
24-06-2015 13:43:00.000.000                       502137.                       560633.                       560116.                       538346.                       543968.                       567044.                       349465.                       452007.                       491673.
24-06-2015 13:44:00.000.000                       497328.                       556825.                       559102.                       531035.                       536478.                       562761.                       335121.                       439198.                       479753.
24-06-2015 13:45:00.000.000                       528081.                       589975.                       587492.                       567246.                       574552.                       594630.                       344482.                       483169.                       518278.
24-06-2015 13:46:00.000.000                       483134.                       545257.                       543241.                       526706.                       532905.                       554941.                       320310.                       425309.                       465969.
24-06-2015 13:47:00.000.000                       511455.                       572566.                       573706.                       547417.                       551850.                       578507.                       324713.                       461587.                       498270.
24-06-2015 13:48:00.000.000                       490819.                       550641.                       552954.                       530667.                       537134.                       556237.                       299585.                       435780.                       472061.
24-06-2015 13:49:00.000.000                       495275.                       558646.                       554013.                       536914.                       544069.                       565835.                       290241.                       435430.                       470775.
24-06-2015 13:50:00.000.000                       460155.                       516830.                       521760.                       495077.                       514005.                       524475.                       281499.                       395337.                       432216.
24-06-2015 13:51:00.000.000                       444527.                       503065.                       503477.                       485567.                       496322.                       513489.                       256400.                       387768.                       424728.
24-06-2015 13:52:00.000.000                       433432.                       490565.                       488961.                       483135.                       487457.                       501434.                       261190.                       383909.                       424934.
24-06-2015 13:53:00.000.000                       469949.                       528280.                       528443.                       506227.                       512489.                       532752.                       292424.                       407799.                       443448.
24-06-2015 13:54:00.000.000                       492814.                       551567.                       554895.                       542330.                       548040.                       557243.                       330334.                       428099.                       470326.
